ext_recipe_id,ingredient_pos,ingredient_text_norm,quantity,unit,ingredient_core
458,3,1 teaspoon baking powder,1.0,tsp,baking powder
458,4,1/4 teaspoon salt,0.25,tsp,salt
458,5,1/2 cup orange juice,0.5,cup,orange juice
458,6,1/4 cup unsalted butter,0.25,cup,unsalted butter
458,7,"2 large eggs, lightly beaten",2.0,,"large eggs, lightly beaten"
458,8,1 orange,1.0,,orange
458,9,1 cup fresh blueberries,1.0,cup,fresh blueberries
458,10,1/2 tablespoon all-purpose flour,0.5,tbsp,all-purpose flour
458,11,3 tablespoons orange marmalade,3.0,tbsp,orange marmalade
459,1,"1 (3 ounce) package ramen, seasoning packets discarded",1.0,,"package ramen, seasoning packets discarded"
459,2,"2 tablespoons butter, divided",2.0,tbsp,"butter, divided"
459,3,2 cups fresh spinach,2.0,cup,fresh spinach
459,4,1 cup sliced mushrooms,1.0,cup,sliced mushrooms
459,5,2 large eggs,2.0,,large eggs
459,6,1 splash milk,1.0,,splash milk
459,7,1/2 cup cheese,0.5,cup,cheese
459,8,salt and freshly ground black pepper to taste,,,salt and freshly ground black pepper
460,1,2 small tomatoes,2.0,,small tomatoes
460,2,2 tablespoons red onion,2.0,tbsp,red onion
460,3,1 clove garlic,1.0,clove,garlic
460,4,1/2 cup feta cheese,0.5,cup,feta cheese
460,5,2 teaspoons olive oil,2.0,tsp,olive oil
460,6,2 large eggs,2.0,,large eggs
460,7,1/2 teaspoon dried oregano,0.5,tsp,dried oregano
460,8,salt and freshly ground black pepper to taste,,,salt and freshly ground black pepper
460,9,fresh basil,,,fresh basil
461,1,1/4 cup unsalted butter,0.25,cup,unsalted butter
461,2,1/2 cup maple syrup,0.5,cup,maple syrup
461,3,1 teaspoon vanilla extract,1.0,tsp,vanilla extract
461,4,1/2 teaspoon ground cinnamon,0.5,tsp,ground cinnamon
461,5,1/4 teaspoon salt,0.25,tsp,salt
461,6,1/4 teaspoon ground nutmeg,0.25,tsp,ground nutmeg
461,7,2 cups old fashioned oats,2.0,cup,old fashioned oats
461,8,1/2 cup sliced almonds,0.5,cup,sliced almonds
461,9,1/2 cup flaked coconut,0.5,cup,flaked coconut
461,10,2 tablespoons flax meal,2.0,tbsp,flax meal
461,11,nonstick baking spray with flour (such as baker's joy®),,,nonstick baking spray with flour
461,12,"1 cup plain whole milk greek yogurt, or as needed",1.0,cup,"plain whole milk greek yogurt, or as needed"
461,13,1 cup fresh berries,1.0,cup,fresh berries
462,1,2 cups strawberries,2.0,cup,strawberries
462,2,2 teaspoons sugar,2.0,tsp,sugar
463,1,1 1/2 cups strawberries,1.5,cup,strawberries
463,2,1 cup milk,1.0,cup,milk
463,3,1 cup water,1.0,cup,water
463,4,"2 tablespoons brown sugar,",2.0,tbsp,brown sugar
463,5,1 pinch salt,1.0,,pinch salt
463,6,1 cup oatmeal,1.0,cup,oatmeal
463,7,1 teaspoon vanilla extract,1.0,tsp,vanilla extract
464,1,1/2 cup coffee creamer,0.5,cup,coffee creamer
464,2,1 1/2 teaspoons brown sugar,1.5,tsp,brown sugar
464,3,1/4 teaspoon cinnamon,0.25,tsp,cinnamon
464,4,1 splash vanilla extract,1.0,,splash vanilla extract
464,5,1 pinch salt,1.0,,pinch salt
464,6,4 slices italian bread,4.0,slice,italian bread
464,7,1 tablespoon butter,1.0,tbsp,butter
464,8,whipped cream (optional),,,whipped cream
464,9,pinch ground cinnamon (optional),,,pinch ground cinnamon
464,10,"prepared caramel sauce, to taste (optional)",,,prepared caramel sauce
465,1,1 tablespoon olive oil,1.0,tbsp,olive oil
465,2,1 garlic clove,1.0,,garlic clove
465,3,"8 asparagus stalks, trimmed",8.0,,"asparagus stalks, trimmed"
465,4,2 large eggs,2.0,,large eggs
465,5,salt and freshly ground black pepper to taste,,,salt and freshly ground black pepper
465,6,1 pinch red pepper flakes (optional),1.0,,pinch red pepper flakes
466,1,1 cup water,1.0,cup,water
466,2,1 cinnamon stick,1.0,,cinnamon stick
466,3,1/2 cup oats,0.5,cup,oats
466,4,1/2 cup milk,0.5,cup,milk
466,5,1 tablespoon piloncillo,1.0,tbsp,piloncillo
466,6,1/2 teaspoon ground cinnamon,0.5,tsp,ground cinnamon
466,7,1/2 teaspoon vanilla extract,0.5,tsp,vanilla extract
467,1,1/2 pound chorizo,0.5,lb,chorizo
467,2,"1/2 poblano pepper, chopped",0.5,,"poblano pepper, chopped"
467,3,"1/2 yellow onion, chopped",0.5,,"yellow onion, chopped"
467,4,"1/2 red bell pepper, chopped",0.5,,"red bell pepper, chopped"
467,5,"2 yukon gold potatoes,",2.0,,yukon gold potatoes
467,6,4 large eggs,4.0,,large eggs
467,7,1/3 cup half-and-half,0.3333333333333333,cup,half-and-half
467,8,salt and pepper to taste,,,salt and pepper
467,9,2 tablespoons butter,2.0,tbsp,butter
467,10,"1/4 cup shredded cheese, any kind",0.25,cup,"shredded cheese, any kind"
467,11,4 burrito-sized flour tortilla,4.0,,burrito-sized flour tortilla
468,1,4 large eggs,4.0,,large eggs
468,2,1/2 cup milk,0.5,cup,milk
468,3,1/4 cup white sugar,0.25,cup,white sugar
468,4,1/4 cup riple sec,0.25,cup,riple sec
468,5,"1/2 orange, zested and juiced",0.5,,"orange, zested and juiced"
468,6,1 teaspoon orange extract,1.0,tsp,orange extract
468,7,1/4 teaspoon salt,0.25,tsp,salt
468,8,1/8 teaspoon nutmeg,0.125,tsp,nutmeg
468,9,12 slices cinnamon raisin bread,12.0,slice,cinnamon raisin bread
468,10,"1 tablespoon confectioners sugar, or as needed (optional)",1.0,tbsp,"confectioners sugar, or as needed"
468,11,"2 tablespoons maple syrup, or as needed",2.0,tbsp,"maple syrup, or as needed"
469,1,1 cup milk,1.0,cup,milk
469,2,1/2 cup pumpkin puree,0.5,cup,pumpkin puree
469,3,2 large eggs,2.0,,large eggs
469,4,"1/4 cup butter, melted",0.25,cup,"butter, melted"
469,5,1 2/3 cups flour,1.6666666666666665,cup,flour
469,6,3 tablespoons brown sugar,3.0,tbsp,brown sugar
469,7,1 tablespoon espresso powder,1.0,tbsp,espresso powder
469,8,2 teaspoons baking powder,2.0,tsp,baking powder
469,9,1 1/2 teaspoons pumpkin pie spice,1.5,tsp,pumpkin pie spice
469,10,1/2 teaspoon salt,0.5,tsp,salt
469,11,"2 1/2 tablespoons cinnamon butter, or as needed",2.5,tbsp,"cinnamon butter, or as needed"
469,12,"5 tablespoons pure maple syrup, or as needed",5.0,tbsp,"pure maple syrup, or as needed"
470,1,1 tablespoon unsalted butter,1.0,tbsp,unsalted butter
470,2,2/3 cup half and half,0.6666666666666666,cup,half and half
470,3,2 large eggs,2.0,,large eggs
470,4,2 teaspoons white sugar,2.0,tsp,white sugar
470,5,1 teaspoon vanilla extract,1.0,tsp,vanilla extract
470,6,1/8 teaspoon salt,0.125,tsp,salt
470,7,3 cups cinnamon raisin bread,3.0,cup,cinnamon raisin bread
470,8,2 tablespoons all-purpose flour,2.0,tbsp,all-purpose flour
470,9,2 tablespoons light brown sugar,2.0,tbsp,light brown sugar
470,10,1/8 teaspoon ground cinnamon,0.125,tsp,ground cinnamon
470,11,2 tablespoons unsalted butter,2.0,tbsp,unsalted butter
470,12,1/8 teaspoon salt,0.125,tsp,salt
470,13,"1/2 cup maple syrup, or to taste (optional)",0.5,cup,"maple syrup, or"
471,1,1 large egg,1.0,,large egg
471,2,1 teaspoon milk,1.0,tsp,milk
471,3,1 1/2 teaspoons butter,1.5,tsp,butter
471,4,1 (7 inch) flour tortilla,1.0,,flour tortilla
471,5,2 slices jalapeno pepper jack cheese,2.0,slice,jalapeno pepper jack cheese
472,1,2 teaspoons butter,2.0,tsp,butter
472,2,1 large egg,1.0,,large egg
472,3,"1/4 teaspoon taco seasoning, or to taste",0.25,tsp,"taco seasoning, or"
472,4,"1 1/2 ounces shredded cheddar cheese, divided",1.5,oz,"shredded cheddar cheese, divided"
472,5,1 (6 to 7-inch) flour tortilla,1.0,,flour tortilla
473,1,2 slices bacon,2.0,slice,bacon
473,2,"4 teaspoons butter, divided",4.0,tsp,"butter, divided"
473,3,3 large eggs,3.0,,large eggs
473,4,1 pinch black pepper,1.0,,pinch black pepper
473,5,1 pinch salt,1.0,,pinch salt
473,6,1/4 cup shredded cheddar cheese,0.25,cup,shredded cheddar cheese
473,7,4 slices bread,4.0,slice,bread
474,1,2/3 cup sweetened condensed milk,0.6666666666666666,cup,sweetened condensed milk
474,2,1/2 cup evaporated milk,0.5,cup,evaporated milk
474,3,1/3 cup half and half,0.3333333333333333,cup,half and half
475,1,2 cups frozen strawberries,2.0,cup,frozen strawberries
475,2,1 tablespoon maple syrup,1.0,tbsp,maple syrup
475,3,1/3 cup natural peanut butter,0.3333333333333333,cup,natural peanut butter
475,4,1 tablespoon unsalted butter,1.0,tbsp,unsalted butter
475,5,1/3 cup maple syrup,0.3333333333333333,cup,maple syrup
475,6,1 cup unsweetened almond milk,1.0,cup,unsweetened almond milk
475,7,2 large eggs,2.0,,large eggs
475,8,1 1/2 teaspoons vanilla extract,1.5,tsp,vanilla extract
475,9,1 1/2 cups rolled oats,1.5,cup,rolled oats
475,10,1 tablespoon ground flaxseed meal (optional),1.0,tbsp,ground flaxseed meal
475,11,1/2 teaspoon baking powder,0.5,tsp,baking powder
475,12,1/4 teaspoon ground cinnamon,0.25,tsp,ground cinnamon
475,13,1/4 teaspoon ground nutmeg,0.25,tsp,ground nutmeg
475,14,1/4 teaspoon salt,0.25,tsp,salt
476,1,1 cup 1% milk,1.0,cup,1% milk
476,2,1 tablespoon superfine sugar,1.0,tbsp,superfine sugar
476,3,1 pinch salt,1.0,,pinch salt
476,4,1 pinch cinnamon,1.0,,pinch cinnamon
476,5,1/2 cup oats,0.5,cup,oats
476,6,1/2 teaspoon vanilla extract,0.5,tsp,vanilla extract
476,7,1 tablespoon peanut butter,1.0,tbsp,peanut butter
476,8,2 teaspoons honey,2.0,tsp,honey
476,9,1 tablespoon chopped walnuts (optional),1.0,tbsp,chopped walnuts
477,1,"1 (8- ounce package) reduced fat cream cheese, softened",1.0,,"reduced fat cream cheese, softened"
477,2,2 tablespoons honey,2.0,tbsp,honey
477,3,2 tablespoons dried cranberries,2.0,tbsp,dried cranberries
477,4,1 ½ tablespoons orange peel,1.5,tbsp,orange peel
477,5,1/2 teaspoon orange juice,0.5,tsp,orange juice
478,1,1 (5.3 ounce) container vanilla greek yogurt,1.0,,container vanilla greek yogurt
478,2,2/3 cup milk,0.6666666666666666,cup,milk
478,3,2 tablespoons chia seeds,2.0,tbsp,chia seeds
478,4,"1/2 tablespoon honey, or more to taste",0.5,tbsp,"honey, or more"
478,5,1 cup chopped fresh fruit,1.0,cup,chopped fresh fruit
479,1,aluminum foil,,,aluminum foil
479,2,cooking spray,,,cooking spray
479,3,1 large egg,1.0,,large egg
479,4,salt salt,,,salt salt
480,1,1 tablespoon butter,1.0,tbsp,butter
480,2,4 large eggs,4.0,,large eggs
480,3,salt and freshly ground black pepper to taste,,,salt and freshly ground black pepper
481,1,2 cups old fashioned rolled oats,2.0,cup,old fashioned rolled oats
481,2,1 1/2 cups unsweetened almond milk,1.5,cup,unsweetened almond milk
481,3,1 1 crushed pineapple in pineapple juice,1.0,,1 crushed pineapple in pineapple juice
481,4,1/2 teaspoon vanilla extract,0.5,tsp,vanilla extract
481,5,1/2 teaspoon cardamom (optional),0.5,tsp,cardamom
481,6,1/8 teaspoon salt,0.125,tsp,salt
481,7,"2 bananas, sliced",2.0,,"bananas, sliced"
481,8,"1/4 cup chopped toasted pecans, or to taste",0.25,cup,"chopped toasted pecans, or"
482,1,"4 large croissants, halved horizontally, left out overnight",4.0,,"large croissants, halved horizontally, left out overnight"
482,2,3 large eggs,3.0,,large eggs
482,3,½ cup half-and-half,0.5,cup,half-and-half
482,4,1 tablespoon white sugar,1.0,tbsp,white sugar
482,5,2 teaspoons vanilla extract,2.0,tsp,vanilla extract
482,6,½ teaspoon ground cinnamon,0.5,tsp,ground cinnamon
482,7,¼ teaspoon salt,0.25,tsp,salt
482,8,1 pinch ground nutmeg,1.0,,pinch ground nutmeg
482,9,2 tablespoons unsalted butter,2.0,tbsp,unsalted butter
483,1,"⅓ cup butter, melted and cooled",,,"⅓ cup butter, melted and cooled"
483,2,⅔ cup milk,,,⅔ cup milk
483,3,2 large eggs,2.0,,large eggs
483,4,1 (15.25 ounce) package cake mix with candy bits (such as pillsbury® funfetti®),1.0,,package cake mix with candy bits
483,5,"½ cup whipped cream, or to taste (optional)",0.5,cup,"whipped cream, or"
483,6,"2 teaspoons multicolored candy sprinkles, or to taste (optional)",2.0,tsp,"multicolored candy sprinkles, or"
484,1,butter-flavored cooking spray,,,butter-flavored cooking spray
484,2,2 large croissants,2.0,,large croissants
484,3,½ cup shredded gruyere cheese,0.5,cup,shredded gruyere cheese
484,4,1 cup diced cooked ham,1.0,cup,diced cooked ham
484,5,6 large eggs,6.0,,large eggs
484,6,¾ cup milk,0.75,cup,milk
484,7,½ cup sour cream,0.5,cup,sour cream
484,8,¼ teaspoon salt,0.25,tsp,salt
484,9,¼ teaspoon freshly ground black pepper,0.25,tsp,freshly ground black pepper
484,10,1 tablespoon dijon mustard,1.0,tbsp,dijon mustard
484,11,2 tablespoons chopped green onions (optional),2.0,tbsp,chopped green onions
485,1,"1 sheet frozen puff pastry, thawed",1.0,,"sheet frozen puff pastry, thawed"
485,2,1 large egg,1.0,,large egg
485,3,1 tablespoon water,1.0,tbsp,water
485,4,8 teaspoons chocolate-hazelnut spread (such as nutella®),8.0,tsp,chocolate-hazelnut spread
485,5,4 teaspoons strawberry jam,4.0,tsp,strawberry jam
485,6,"1 teaspoon cinnamon sugar, or as needed",1.0,tsp,"cinnamon sugar, or as needed"
486,1,flour for dusting,,,flour for dusting
486,2,1 (8 ounce) package refrigerated crescent roll dough (such as pillsbury®,1.0,,package refrigerated crescent roll dough (such as pillsbury®
486,3,1 (8 ounce) tub cream cheese,1.0,,tub cream cheese
486,4,"1 (15 ounce) can pitted sour cherries, drained",1.0,,"can pitted sour cherries, drained"
486,5,cooking spray,,,cooking spray
486,6,ground cinnamon to taste,,,ground cinnamon
487,1,⅓ cup old-fashioned oats,,,⅓ cup old-fashioned oats
487,2,⅓ cup coconut milk beverage,,,⅓ cup coconut milk beverage
487,3,¼ cup nonfat vanilla greek yogurt,0.25,cup,nonfat vanilla greek yogurt
487,4,½ tablespoon chia seeds,0.5,tbsp,chia seeds
487,5,"1 ½ tablespoons unsweetened shredded coconut, divided",1.5,tbsp,"unsweetened shredded coconut, divided"
487,6,½ tablespoon cacao nibs,0.5,tbsp,cacao nibs
487,7,½ tablespoon sliced almonds,0.5,tbsp,sliced almonds
488,1,4 ounces breakfast sausage,4.0,oz,breakfast sausage
488,2,½ finely minced white onion,0.5,,finely minced white onion
488,3,¾ cup all-purpose flour,0.75,cup,all-purpose flour
488,4,1 teaspoon baking powder,1.0,tsp,baking powder
488,5,½ teaspoon salt,0.5,tsp,salt
488,6,½ teaspoon freshly ground black pepper,0.5,tsp,freshly ground black pepper
488,7,"3 medium eggs, lightly beaten",3.0,,"medium eggs, lightly beaten"
488,8,"1 cup shredded cheddar cheese, divided",1.0,cup,"shredded cheddar cheese, divided"
488,9,1 pinch freshly grated parmesan cheese,1.0,,pinch freshly grated parmesan cheese
488,10,⅛ teaspoon dried parsley,,,⅛ teaspoon dried parsley
489,1,4 fresh blackberries,4.0,,fresh blackberries
489,2,1 teaspoon ancho chile powder,1.0,tsp,ancho chile powder
489,3,¼ teaspoon red pepper flakes,0.25,tsp,red pepper flakes
489,4,1 cup pure maple syrup,1.0,cup,pure maple syrup
490,1,2 cups almond milk,2.0,cup,almond milk
490,2,2 tablespoons distilled white vinegar,2.0,tbsp,distilled white vinegar
490,3,5 tablespoons water,5.0,tbsp,water
490,4,2 tablespoons flaxseed meal,2.0,tbsp,flaxseed meal
490,5,2 cups all-purpose flour,2.0,cup,all-purpose flour
490,6,2 tablespoons coconut sugar,2.0,tbsp,coconut sugar
490,7,1 tablespoon baking powder,1.0,tbsp,baking powder
490,8,1 tablespoon ground cinnamon,1.0,tbsp,ground cinnamon
490,9,2 teaspoons baking soda,2.0,tsp,baking soda
490,10,1 teaspoon salt,1.0,tsp,salt
490,11,1 cup pumpkin purée,1.0,cup,pumpkin purée
490,12,2 tablespoons coconut oil,2.0,tbsp,coconut oil
490,13,"¼ cup chopped pecans, toasted",0.25,cup,"chopped pecans, toasted"
491,1,"3 medium russet potatoes, cubed",3.0,,"medium russet potatoes, cubed"
491,2,3 tablespoons butter or margarine,3.0,tbsp,butter or margarine
491,3,salt and ground black pepper to taste,,,salt and ground black pepper
492,1,4 large eggs,4.0,,large eggs
492,2,¼ cup milk,0.25,cup,milk
492,3,⅛ teaspoon salt,,,⅛ teaspoon salt
493,1,1 (12 ounce) package sausage patties (such as johnsonville®),1.0,,package sausage patties
493,2,1 serving nonstick cooking spray,1.0,,serving nonstick cooking spray
494,1,cooking spray,,,cooking spray
494,2,1 (16 ounce) carton liquid egg whites,1.0,,carton liquid egg whites
494,3,½ cup low-fat cottage cheese,0.5,cup,low-fat cottage cheese
494,4,¼ teaspoon garlic powder,0.25,tsp,garlic powder
494,5,¼ teaspoon salt,0.25,tsp,salt
494,6,⅛ teaspoon ground black pepper,,,⅛ teaspoon ground black pepper
494,7,"1 cup packed fresh spinach, finely chopped",1.0,cup,"packed fresh spinach, finely chopped"
494,8,"⅓ cup roasted red peppers, drained and chopped",,,"⅓ cup roasted red peppers, drained and chopped"
494,9,"1 tablespoon fresh basil, minced",1.0,tbsp,"fresh basil, minced"
494,10,¼ cup crumbled feta cheese,0.25,cup,crumbled feta cheese
495,1,1 tablespoon vanilla-flavored syrup,1.0,tbsp,vanilla-flavored syrup
495,2,⅓ cup ice cubes,,,⅓ cup ice cubes
495,3,¾ cup milk,0.75,cup,milk
495,4,4 ounces gevalia® cold brew concentrate - house blend,4.0,oz,gevalia® cold brew concentrate - house blend
495,5,1 tablespoon caramel sauce,1.0,tbsp,caramel sauce
496,1,3 tablespoons greek yogurt,3.0,tbsp,greek yogurt
496,2,2 tablespoons mango chutney (such as patak's®),2.0,tbsp,mango chutney
496,3,1 tablespoon mayonnaise,1.0,tbsp,mayonnaise
496,4,⅛ teaspoon salt,,,⅛ teaspoon salt
496,5,⅛ teaspoon pepper,,,⅛ teaspoon pepper
496,6,⅛ teaspoon curry powder,,,⅛ teaspoon curry powder
496,7,⅛ teaspoon cayenne pepper (optional),,,⅛ teaspoon cayenne pepper
497,1,1 (12 ounce) package bacon,1.0,,package bacon
497,2,10 large eggs,10.0,,large eggs
497,3,3 tablespoons milk,3.0,tbsp,milk
497,4,¼ teaspoon salt,0.25,tsp,salt
497,5,3 tablespoons vegetable oil,3.0,tbsp,vegetable oil
497,6,4 cups frozen hash brown potatoes with peppers and onion (such as ore-ida® potatoes o'brien®),4.0,cup,frozen hash brown potatoes with peppers and onion
497,7,½ teaspoon garlic salt,0.5,tsp,garlic salt
497,8,¼ teaspoon ground black pepper,0.25,tsp,ground black pepper
497,9,10 sheets aluminum foil,10.0,,sheets aluminum foil
497,10,10 large flour tortillas,10.0,,large flour tortillas
497,11,1 ½ cups shredded cheddar cheese,1.5,cup,shredded cheddar cheese
497,12,"1 cup salsa, or to taste",1.0,cup,"salsa, or"
498,1,4 large cold eggs,4.0,,large cold eggs
498,2,1 pinch salt and freshly ground black pepper,1.0,,pinch salt and freshly ground black pepper
499,1,cooking spray,,,cooking spray
499,2,"¼ pound breakfast sausage, fully cooked and crumbled",0.25,lb,"breakfast sausage, fully cooked and crumbled"
499,3,"4 large eggs, lightly beaten",4.0,,"large eggs, lightly beaten"
499,4,½ cup shredded cheddar-monterey jack cheese blend,0.5,cup,shredded cheddar-monterey jack cheese blend
499,5,"2 tablespoons red bell pepper, diced",2.0,tbsp,"red bell pepper, diced"
499,6,"1 green onion, chopped",1.0,,"green onion, chopped"
499,7,1 pinch cayenne pepper (optional),1.0,,pinch cayenne pepper
500,1,6 large eggs,6.0,,large eggs
500,2,½ cup cottage cheese,0.5,cup,cottage cheese
500,3,2 tablespoons heavy cream,2.0,tbsp,heavy cream
500,4,½ teaspoon salt,0.5,tsp,salt
500,5,6 (4-ounce) mason jars,6.0,,mason jars
500,6,1 serving cooking spray,1.0,,serving cooking spray
501,1,1 (9 inch) pastry for single-crust pie,1.0,,pastry for single-crust pie
501,2,1 tablespoon butter,1.0,tbsp,butter
501,3,⅓ cup finely chopped red onion,,,⅓ cup finely chopped red onion
501,4,1 (8 ounce) package fresh spinach,1.0,,package fresh spinach
501,5,¾ cup whole-milk ricotta cheese,0.75,cup,whole-milk ricotta cheese
501,6,¾ cup heavy cream,0.75,cup,heavy cream
501,7,⅓ cup grated parmigiano-reggiano cheese,,,⅓ cup grated parmigiano-reggiano cheese
501,8,4 large eggs,4.0,,large eggs
501,9,1 tablespoon chopped fresh basil,1.0,tbsp,chopped fresh basil
501,10,½ teaspoon salt,0.5,tsp,salt
501,11,¼ teaspoon ground black pepper,0.25,tsp,ground black pepper
502,1,1 pound lean thick-cut bacon,1.0,lb,lean thick-cut bacon
503,1,1 cup all-purpose flour,1.0,cup,all-purpose flour
503,2,¼ cup finely chopped walnuts,0.25,cup,finely chopped walnuts
503,3,3 tablespoons white sugar,3.0,tbsp,white sugar
503,4,1 tablespoon baking powder,1.0,tbsp,baking powder
503,5,½ teaspoon ground nutmeg,0.5,tsp,ground nutmeg
503,6,½ teaspoon ground cinnamon,0.5,tsp,ground cinnamon
503,7,½ teaspoon baking soda,0.5,tsp,baking soda
503,8,½ teaspoon salt,0.5,tsp,salt
503,9,1 cup almond milk,1.0,cup,almond milk
503,10,"2 small overripe bananas, mashed",2.0,,"small overripe bananas, mashed"
503,11,"1 ½ tablespoons butter, melted",1.5,tbsp,"butter, melted"
503,12,½ teaspoon vanilla extract,0.5,tsp,vanilla extract
503,13,1 large egg,1.0,,large egg
504,1,1/2 cup unsalted butter,0.5,cup,unsalted butter
504,2,3/4 cup whole milk,0.75,cup,whole milk
504,3,3 large eggs,3.0,,large eggs
504,4,1 cup white sugar,1.0,cup,white sugar
504,5,3/4 teaspoon salt,0.75,tsp,salt
504,6,1/4 teaspoon ground nutmeg,0.25,tsp,ground nutmeg
504,7,1 1/2 teaspoons vanilla extract,1.5,tsp,vanilla extract
504,8,1/2 teaspoon almond extract,0.5,tsp,almond extract
504,9,1 1/2 cups all-purpose flour,1.5,cup,all-purpose flour
504,10,1 1/2 teaspoons baking powder,1.5,tsp,baking powder
505,1,1 cup unsalted butter,1.0,cup,unsalted butter
505,2,1 cup chopped walnuts,1.0,cup,chopped walnuts
505,3,"1 3/4 cups bananas,",1.75,cup,bananas
505,4,1 1/2 teaspoons ground cinnamon,1.5,tsp,ground cinnamon
505,5,1 teaspoon salt,1.0,tsp,salt
505,6,1/4 teaspoon ground nutmeg,0.25,tsp,ground nutmeg
505,7,1 cup dark brown sugar,1.0,cup,dark brown sugar
505,8,1/4 cup white sugar,0.25,cup,white sugar
505,9,1 large egg yolk,1.0,,large egg yolk
505,10,2 teaspoons vanilla extract,2.0,tsp,vanilla extract
505,11,2 cups all-purpose flour,2.0,cup,all-purpose flour
505,12,1 tablespoon cornstarch,1.0,tbsp,cornstarch
505,13,1/2 teaspoon baking soda,0.5,tsp,baking soda
506,1,4 cups fresh cherries,4.0,cup,fresh cherries
506,2,1/2 cup white sugar,0.5,cup,white sugar
506,3,2 tablespoons lemon juice,2.0,tbsp,lemon juice
506,4,2 tablespoons cornstarch,2.0,tbsp,cornstarch
506,5,1/2 teaspoon lemon zest,0.5,tsp,lemon zest
507,1,1/2 cup plus 1 tablespoon unsalted butter,0.5,cup,plus 1 tablespoon unsalted butter
507,2,1 (11 ounce) bag milk chocolate or semisweet chocolate chips,1.0,,bag milk chocolate or semisweet chocolate chips
507,3,"1 (10 ounce) bag mini marshmallows, divided",1.0,,"bag mini marshmallows, divided"
507,4,1 teaspoon vanilla extract,1.0,tsp,vanilla extract
507,5,1/2 teaspoon salt,0.5,tsp,salt
507,6,"1 (11 ounce) box graham cereal, such as golden grahams®",1.0,,"box graham cereal, such as golden grahams®"
507,7,"salt, such as maldon",,,"salt, such as maldon"
508,1,1/3 cup vegetable oil,0.3333333333333333,cup,vegetable oil
508,2,1/4 cup water,0.25,cup,water
508,3,1 large egg,1.0,,large egg
508,4,1 teaspoon almond extract (,1.0,tsp,almond extract (
508,5,"1 (18- ounce) packagebrownie mix, such as brownie mix, such as",1.0,,"packagebrownie mix, such as brownie mix, such as"
508,6,"1 cup fresh dark sweet cherries,",1.0,cup,fresh dark sweet cherries
508,7,1/3 cup pecans,0.3333333333333333,cup,pecans
509,1,1 cups fresh peaches,1.0,cup,fresh peaches
509,2,1/3 cup brown sugar,0.3333333333333333,cup,brown sugar
509,3,1 tablespoon unsalted butter,1.0,tbsp,unsalted butter
509,4,1/2 teaspoon vanilla extract,0.5,tsp,vanilla extract
509,5,1/4 teaspoon ground cinnamon,0.25,tsp,ground cinnamon
509,6,1/8 teaspoon ground nutmeg,0.125,tsp,ground nutmeg
509,7,1 pinch salt,1.0,,pinch salt
509,8,2 teaspoons fresh lemon juice,2.0,tsp,fresh lemon juice
509,9,1 1/2 teaspoons cornstarch,1.5,tsp,cornstarch
510,1,2 1/2 cups all-purpose flour,2.5,cup,all-purpose flour
510,2,1 tablespoon baking powder,1.0,tbsp,baking powder
510,3,1 teaspoon salt,1.0,tsp,salt
510,4,1/4 teaspoon ground nutmeg,0.25,tsp,ground nutmeg
510,5,2 cups sugar,2.0,cup,sugar
510,6,3 large eggs,3.0,,large eggs
510,7,3/4 cup sour cream,0.75,cup,sour cream
510,8,1/2 cup vegetable oil,0.5,cup,vegetable oil
510,9,2 teaspoons vanilla extract,2.0,tsp,vanilla extract
510,10,1 teaspoon almond extract,1.0,tsp,almond extract
510,11,1 cup whole milk,1.0,cup,whole milk
511,1,1 1/2 cups graham cracker crumbs,1.5,cup,graham cracker crumbs
511,2,1 tablespoon brown sugar,1.0,tbsp,brown sugar
511,3,1 pinch salt,1.0,,pinch salt
511,4,"6 tablespoons unsalted butter,",6.0,tbsp,unsalted butter
512,1,1 cup orange juice,1.0,cup,orange juice
512,2,1 cup whipped cream,1.0,cup,whipped cream
512,3,2 tablespoons sweetened condensed milk,2.0,tbsp,sweetened condensed milk
512,4,1 teaspoon vanilla extract,1.0,tsp,vanilla extract
513,1,1 1/3 cups blackberries,1.3333333333333333,cup,blackberries
513,2,"1/2 cup unsalted butter,",0.5,cup,unsalted butter
513,3,1 cup white sugar,1.0,cup,white sugar
513,4,1/2 teaspoon salt,0.5,tsp,salt
513,5,1 tablespoon lemon zest,1.0,tbsp,lemon zest
513,6,1 tablespoon fresh lemon juice,1.0,tbsp,fresh lemon juice
513,7,1/2 teaspoon vanilla extract,0.5,tsp,vanilla extract
513,8,1 cup plus 2 tablespoons all-purpose flour,1.0,cup,plus 2 tablespoons all-purpose flour
513,9,1 tablespoon cornstarch,1.0,tbsp,cornstarch
513,10,1/2 teaspoon baking powder,0.5,tsp,baking powder
514,1,3 cups whole-milk greek yogurt,3.0,cup,whole-milk greek yogurt
514,2,3 tablespoons agave syrup,3.0,tbsp,agave syrup
514,3,1 teaspoon vanilla extract,1.0,tsp,vanilla extract
514,4,1 1/2 cups strawberries,1.5,cup,strawberries
515,1,2 cups rhubarb,2.0,cup,rhubarb
515,2,2 tablespoons all-purpose flour,2.0,tbsp,all-purpose flour
515,3,3 extra large eggs,3.0,,extra large eggs
515,4,1 1/4 cup white sugar,1.25,cup,white sugar
515,5,1 1/2 teaspoons vanilla extract,1.5,tsp,vanilla extract
515,6,3/4 teaspoon salt,0.75,tsp,salt
515,7,1/2 teaspoon almond extract,0.5,tsp,almond extract
